lang,attribute.index,attribute,supplement,method.index,method,2g-no-hash,3g-no-hash,4g-no-hash,xsk2g-no-hash,xsk3g-no-hash,xsk4g-no-hash,2g-hash-at-both,3g-hash-at-both,4g-hash-at-both,xsk2g-hash-at-both,xsk3g-hash-at-both,xsk4g-hash-at-both,max
German,1,plurality,True,2,RF,0.80,0.84,0.83,0.82,0.83,0.84,0.81,0.82,0.87,0.84,0.82,0.82,
German,1,plurality,True,3,NN,0.81,0.84,0.85,0.81,0.80,0.84,0.78,0.81,0.82,0.82,0.81,0.83,
German,1,plurality,True,1,DT,0.81,0.80,0.81,0.75,0.80,0.76,0.79,0.80,0.85,0.79,0.75,0.76,
German,1,plurality,False,2,RF,0.77,0.82,0.79,0.81,0.82,0.84,0.77,0.79,0.82,0.84,0.82,0.81,
German,1,plurality,False,3,NN,0.76,0.80,0.79,0.80,0.79,0.83,0.75,0.77,0.77,0.81,0.82,0.81,
German,1,plurality,False,1,DT,0.77,0.81,0.80,0.77,0.78,0.84,0.79,0.75,0.79,0.80,0.79,0.73,
German,2,gender,True,3,NN,0.56,0.60,0.60,0.57,0.59,0.58,0.58,0.62,0.58,0.60,0.61,0.59,
German,2,gender,False,2,RF,0.61,0.58,0.52,0.62,0.59,0.57,0.58,0.60,0.57,0.60,0.64,0.55,
German,2,gender,False,1,DT,0.52,0.53,0.49,0.57,0.52,0.50,0.49,0.51,0.50,0.53,0.55,0.53,
German,2,gender,False,3,NN,0.55,0.57,0.57,0.57,0.56,0.61,0.55,0.59,0.63,0.57,0.58,0.58,
German,2,gender,True,1,DT,0.54,0.51,0.47,0.52,0.48,0.52,0.48,0.51,0.55,0.51,0.55,0.50,
German,2,gender,True,2,RF,0.64,0.59,0.57,0.65,0.61,0.61,0.57,0.59,0.57,0.58,0.63,0.58,
German,3,case,True,1,DT,0.38,0.37,0.39,0.31,0.32,0.32,0.40,0.33,0.37,0.39,0.36,0.42,
German,3,case,True,3,NN,0.35,0.32,0.37,0.34,0.38,0.41,0.39,0.31,0.36,0.36,0.36,0.38,
German,3,case,False,2,RF,0.39,0.40,0.41,0.41,0.39,0.41,0.37,0.39,0.40,0.42,0.40,0.40,
German,3,case,True,2,RF,0.40,0.39,0.42,0.40,0.41,0.43,0.39,0.37,0.44,0.39,0.41,0.37,
German,3,case,False,1,DT,0.38,0.40,0.39,0.36,0.36,0.38,0.33,0.38,0.38,0.37,0.35,0.34,
German,3,case,False,3,NN,0.33,0.36,0.41,0.36,0.36,0.38,0.36,0.33,0.38,0.35,0.37,0.36,
