lang,attribute.index,attribute,supplement,method.index,method,2g-no-hash,3g-no-hash,4g-no-hash,xsk2g-no-hash,xsk3g-no-hash,xsk4g-no-hash,2g-hash-at-both,3g-hash-at-both,4g-hash-at-both,xsk2g-hash-at-both,xsk3g-hash-at-both,xsk4g-hash-at-both,max
German,1,plurality,True,1,DT,0.80,0.77,0.79,0.79,0.79,0.80,0.85,0.80,0.88,0.77,0.72,0.79,
German,1,plurality,True,3,NN,0.84,0.81,0.76,0.83,0.80,0.82,0.83,0.80,0.85,0.78,0.79,0.81,
German,1,plurality,True,2,RF,0.84,0.81,0.79,0.85,0.83,0.84,0.88,0.89,0.88,0.82,0.81,0.82,
German,1,plurality,False,2,RF,0.78,0.79,0.81,0.83,0.82,0.81,0.81,0.82,0.81,0.79,0.80,0.80,
German,1,plurality,False,3,NN,0.74,0.76,0.74,0.79,0.77,0.81,0.76,0.76,0.78,0.74,0.75,0.78,
German,1,plurality,False,1,DT,0.72,0.72,0.71,0.83,0.78,0.77,0.77,0.76,0.84,0.77,0.78,0.81,
German,2,gender,True,3,NN,0.54,0.52,0.55,0.48,0.56,0.55,0.53,0.56,0.59,0.60,0.54,0.57,
German,2,gender,False,2,RF,0.59,0.52,0.64,0.58,0.60,0.61,0.54,0.56,0.57,0.56,0.59,0.52,
German,2,gender,False,1,DT,0.44,0.46,0.56,0.46,0.52,0.56,0.46,0.46,0.50,0.48,0.47,0.49,
German,2,gender,False,3,NN,0.55,0.48,0.58,0.52,0.60,0.56,0.52,0.52,0.57,0.58,0.55,0.56,
German,2,gender,True,1,DT,0.56,0.45,0.56,0.51,0.54,0.53,0.50,0.50,0.49,0.51,0.51,0.50,
German,2,gender,True,2,RF,0.62,0.51,0.66,0.58,0.61,0.63,0.55,0.59,0.60,0.57,0.59,0.56,
German,3,case,True,1,DT,0.35,0.36,0.34,0.42,0.35,0.37,0.42,0.41,0.42,0.32,0.31,0.29,
German,3,case,True,3,NN,0.33,0.33,0.40,0.35,0.38,0.39,0.34,0.42,0.43,0.39,0.37,0.29,
German,3,case,False,2,RF,0.36,0.41,0.39,0.41,0.43,0.38,0.41,0.46,0.45,0.41,0.38,0.40,
German,3,case,True,2,RF,0.38,0.41,0.36,0.47,0.47,0.39,0.45,0.47,0.45,0.44,0.35,0.40,
German,3,case,False,1,DT,0.34,0.38,0.37,0.38,0.39,0.35,0.36,0.35,0.44,0.34,0.31,0.38,
German,3,case,False,3,NN,0.33,0.33,0.36,0.38,0.41,0.38,0.39,0.36,0.39,0.39,0.36,0.31,
