lang,attribute.index,attribute,supplement,method.index,method,2g-no-hash,3g-no-hash,4g-no-hash,xsk2g-no-hash,xsk3g-no-hash,xsk4g-no-hash,2g-hash-at-both,3g-hash-at-both,4g-hash-at-both,xsk2g-hash-at-both,xsk3g-hash-at-both,xsk4g-hash-at-both,max
German,1,plurality,True,2,RF,0.85,0.89,0.84,0.84,0.85,0.83,0.84,0.86,0.88,0.89,0.84,0.80,
German,1,plurality,True,3,NN,0.87,0.83,0.82,0.81,0.83,0.83,0.76,0.82,0.83,0.84,0.79,0.76,
German,1,plurality,True,1,DT,0.82,0.80,0.82,0.73,0.79,0.82,0.80,0.81,0.86,0.74,0.79,0.77,
German,1,plurality,False,2,RF,0.84,0.84,0.81,0.81,0.81,0.84,0.79,0.82,0.84,0.87,0.84,0.77,
German,1,plurality,False,3,NN,0.81,0.83,0.79,0.78,0.84,0.80,0.75,0.80,0.80,0.82,0.81,0.78,
German,1,plurality,False,1,DT,0.84,0.74,0.78,0.80,0.76,0.78,0.72,0.80,0.78,0.71,0.82,0.76,
German,2,gender,True,3,NN,0.60,0.60,0.55,0.52,0.56,0.56,0.53,0.60,0.62,0.53,0.57,0.57,
German,2,gender,False,2,RF,0.58,0.55,0.56,0.54,0.56,0.55,0.48,0.62,0.53,0.62,0.59,0.55,
German,2,gender,False,1,DT,0.45,0.48,0.46,0.49,0.44,0.47,0.46,0.52,0.52,0.49,0.49,0.51,
German,2,gender,False,3,NN,0.57,0.62,0.52,0.53,0.54,0.56,0.50,0.58,0.56,0.54,0.54,0.59,
German,2,gender,True,1,DT,0.45,0.53,0.52,0.48,0.50,0.48,0.47,0.57,0.50,0.57,0.51,0.47,
German,2,gender,True,2,RF,0.59,0.58,0.54,0.53,0.55,0.55,0.57,0.63,0.60,0.66,0.63,0.57,
German,3,case,True,1,DT,0.37,0.32,0.36,0.43,0.31,0.27,0.34,0.41,0.34,0.32,0.34,0.38,
German,3,case,True,3,NN,0.32,0.35,0.38,0.38,0.32,0.41,0.33,0.37,0.31,0.36,0.34,0.39,
German,3,case,False,2,RF,0.36,0.36,0.37,0.39,0.39,0.41,0.41,0.50,0.36,0.39,0.39,0.44,
German,3,case,True,2,RF,0.42,0.35,0.42,0.42,0.41,0.42,0.39,0.49,0.36,0.36,0.41,0.45,
German,3,case,False,1,DT,0.38,0.41,0.34,0.33,0.33,0.37,0.34,0.44,0.36,0.31,0.36,0.30,
German,3,case,False,3,NN,0.34,0.33,0.34,0.43,0.34,0.36,0.37,0.40,0.29,0.34,0.39,0.40,
