lang,attribute.index,attribute,supplement,method.index,method,2g-no-hash,3g-no-hash,4g-no-hash,xsk2g-no-hash,xsk3g-no-hash,xsk4g-no-hash,2g-hash-at-both,3g-hash-at-both,4g-hash-at-both,xsk2g-hash-at-both,xsk3g-hash-at-both,xsk4g-hash-at-both,max
Czech,1,plurality,True,3,NN,0.90,0.86,0.86,0.85,0.84,0.85,0.92,0.86,0.90,0.82,0.83,0.81,
Czech,1,plurality,False,1,DT,0.79,0.81,0.84,0.85,0.80,0.83,0.85,0.80,0.79,0.80,0.81,0.83,
Czech,1,plurality,False,3,NN,0.79,0.77,0.81,0.81,0.85,0.86,0.83,0.75,0.82,0.81,0.84,0.81,
Czech,1,plurality,True,2,RF,0.89,0.88,0.88,0.88,0.86,0.90,0.89,0.90,0.91,0.88,0.87,0.83,
Czech,1,plurality,False,2,RF,0.80,0.85,0.85,0.83,0.84,0.86,0.85,0.87,0.84,0.85,0.84,0.83,
Czech,1,plurality,True,1,DT,0.82,0.84,0.86,0.84,0.82,0.83,0.86,0.84,0.87,0.81,0.83,0.79,
Czech,2,gender2,False,3,NN,0.77,0.73,0.73,0.74,0.74,0.76,0.70,0.74,0.78,0.72,0.82,0.76,
Czech,2,gender2,False,2,RF,0.74,0.68,0.70,0.69,0.67,0.67,0.70,0.70,0.69,0.65,0.65,0.68,
Czech,2,gender2,True,1,DT,0.91,0.85,0.86,0.66,0.57,0.73,0.91,0.89,0.80,0.80,0.63,0.66,
Czech,2,gender2,True,3,NN,0.95,0.92,0.94,0.91,0.86,0.87,0.93,0.94,0.93,0.92,0.91,0.86,
Czech,2,gender2,True,2,RF,0.93,0.91,0.91,0.90,0.84,0.80,0.94,0.94,0.91,0.85,0.86,0.85,
Czech,2,gender2,False,1,DT,0.67,0.61,0.61,0.65,0.56,0.63,0.64,0.65,0.68,0.55,0.61,0.58,
Czech,3,case,False,2,RF,0.45,0.48,0.41,0.45,0.49,0.49,0.45,0.44,0.43,0.49,0.49,0.44,
Czech,3,case,True,2,RF,0.58,0.59,0.55,0.54,0.52,0.54,0.56,0.55,0.56,0.54,0.50,0.48,
Czech,3,case,False,1,DT,0.41,0.38,0.33,0.42,0.35,0.40,0.44,0.40,0.41,0.39,0.42,0.39,
Czech,3,case,True,1,DT,0.53,0.54,0.54,0.41,0.35,0.46,0.43,0.49,0.43,0.43,0.36,0.37,
Czech,3,case,True,3,NN,0.54,0.48,0.46,0.37,0.40,0.40,0.54,0.55,0.49,0.46,0.47,0.35,
Czech,3,case,False,3,NN,0.40,0.41,0.40,0.35,0.44,0.44,0.44,0.39,0.41,0.45,0.44,0.39,
