lang,attribute.index,attribute,supplement,method.index,method,2g-no-hash,3g-no-hash,4g-no-hash,xsk2g-no-hash,xsk3g-no-hash,xsk4g-no-hash,2g-hash-at-both,3g-hash-at-both,4g-hash-at-both,xsk2g-hash-at-both,xsk3g-hash-at-both,xsk4g-hash-at-both,max
Czech,1,plurality,True,1,DT,0.82,0.90,0.89,0.79,0.80,0.81,0.85,0.83,0.78,0.82,0.79,0.79,
Czech,1,plurality,False,2,RF,0.81,0.81,0.84,0.83,0.84,0.81,0.83,0.79,0.85,0.78,0.83,0.81,
Czech,1,plurality,False,3,NN,0.85,0.78,0.83,0.82,0.83,0.81,0.78,0.79,0.80,0.81,0.79,0.79,
Czech,1,plurality,False,1,DT,0.82,0.79,0.81,0.80,0.79,0.78,0.83,0.81,0.82,0.80,0.80,0.78,
Czech,1,plurality,True,2,RF,0.91,0.88,0.85,0.86,0.81,0.81,0.90,0.83,0.89,0.88,0.84,0.84,
Czech,1,plurality,True,3,NN,0.88,0.85,0.84,0.82,0.82,0.81,0.92,0.82,0.82,0.83,0.80,0.81,
Czech,2,gender,True,2,RF,0.69,0.73,0.43,0.63,0.64,0.64,0.68,0.66,0.67,0.62,0.58,0.53,
Czech,2,gender,True,1,DT,0.53,0.58,0.56,0.51,0.47,0.45,0.62,0.52,0.49,0.48,0.40,0.47,
Czech,2,gender,True,3,NN,0.59,0.66,0.66,0.65,0.67,0.68,0.68,0.62,0.62,0.58,0.64,0.62,
Czech,2,gender,False,2,RF,0.67,0.63,0.58,0.62,0.66,0.65,0.58,0.61,0.62,0.62,0.60,0.56,
Czech,2,gender,False,3,NN,0.56,0.65,0.67,0.66,0.62,0.67,0.64,0.63,0.65,0.63,0.66,0.57,
Czech,2,gender,False,1,DT,0.49,0.52,0.56,0.45,0.48,0.49,0.50,0.54,0.54,0.49,0.49,0.48,
Czech,3,case,True,1,DT,0.52,0.49,0.47,0.48,0.40,0.41,0.50,0.46,0.50,0.46,0.41,0.44,
Czech,3,case,True,3,NN,0.45,0.40,0.39,0.35,0.40,0.44,0.46,0.45,0.49,0.41,0.39,0.42,
Czech,3,case,False,1,DT,0.37,0.37,0.39,0.37,0.35,0.39,0.37,0.40,0.35,0.39,0.42,0.38,
Czech,3,case,False,2,RF,0.45,0.43,0.40,0.42,0.41,0.49,0.44,0.40,0.44,0.43,0.44,0.45,
Czech,3,case,False,3,NN,0.38,0.37,0.34,0.33,0.40,0.45,0.34,0.41,0.42,0.37,0.41,0.36,
Czech,3,case,True,2,RF,0.55,0.59,0.52,0.50,0.47,0.53,0.50,0.51,0.52,0.56,0.52,0.53,
