lang,attribute.index,attribute,supplement,method.index,method,2g-no-hash,3g-no-hash,4g-no-hash,xsk2g-no-hash,xsk3g-no-hash,xsk4g-no-hash,2g-hash-at-both,3g-hash-at-both,4g-hash-at-both,xsk2g-hash-at-both,xsk3g-hash-at-both,xsk4g-hash-at-both,max
German,1,plurality,True,1,DT,0.81,0.78,0.81,0.78,0.74,0.81,0.82,0.83,0.87,0.78,0.80,0.69,
German,1,plurality,False,1,DT,0.79,0.76,0.80,0.70,0.75,0.75,0.78,0.77,0.81,0.80,0.79,0.71,
German,1,plurality,False,2,RF,0.85,0.81,0.83,0.78,0.82,0.82,0.80,0.83,0.83,0.82,0.82,0.80,
German,1,plurality,True,2,RF,0.90,0.88,0.86,0.84,0.83,0.83,0.86,0.88,0.83,0.84,0.84,0.78,
German,1,plurality,False,3,NN,0.78,0.73,0.76,0.75,0.80,0.77,0.74,0.81,0.79,0.80,0.83,0.77,
German,1,plurality,True,3,NN,0.84,0.80,0.82,0.80,0.81,0.79,0.83,0.86,0.82,0.81,0.81,0.77,
German,2,gender,False,1,DT,0.54,0.43,0.50,0.45,0.50,0.55,0.47,0.55,0.53,0.49,0.57,0.46,
German,2,gender,False,2,RF,0.58,0.57,0.59,0.53,0.57,0.55,0.54,0.60,0.59,0.56,0.62,0.51,
German,2,gender,False,3,NN,0.55,0.57,0.60,0.52,0.61,0.62,0.46,0.56,0.59,0.57,0.52,0.53,
German,2,gender,True,2,RF,0.59,0.55,0.61,0.60,0.56,0.55,0.63,0.61,0.57,0.59,0.63,0.52,
German,2,gender,True,3,NN,0.55,0.58,0.62,0.58,0.60,0.60,0.53,0.59,0.60,0.61,0.56,0.52,
German,2,gender,True,1,DT,0.54,0.42,0.51,0.49,0.44,0.54,0.53,0.51,0.53,0.46,0.53,0.48,
German,3,case,True,3,NN,0.31,0.38,0.34,0.37,0.38,0.38,0.38,0.41,0.37,0.39,0.35,0.38,
German,3,case,True,1,DT,0.35,0.41,0.32,0.41,0.36,0.35,0.40,0.32,0.41,0.40,0.37,0.41,
German,3,case,True,2,RF,0.42,0.38,0.40,0.41,0.42,0.45,0.39,0.47,0.45,0.40,0.40,0.43,
German,3,case,False,2,RF,0.39,0.38,0.40,0.41,0.41,0.47,0.42,0.42,0.41,0.38,0.37,0.42,
German,3,case,False,1,DT,0.32,0.37,0.36,0.29,0.32,0.41,0.39,0.41,0.36,0.39,0.39,0.38,
German,3,case,False,3,NN,0.33,0.38,0.34,0.39,0.38,0.41,0.36,0.39,0.35,0.37,0.35,0.36,
