lang,attribute.index,attribute,supplement,method.index,method,2g-no-hash,3g-no-hash,4g-no-hash,xsk2g-no-hash,xsk3g-no-hash,xsk4g-no-hash,2g-hash-at-both,3g-hash-at-both,4g-hash-at-both,xsk2g-hash-at-both,xsk3g-hash-at-both,xsk4g-hash-at-both,max
French,1,plurality,True,1,DT,0.88,0.87,0.89,0.94,0.84,0.88,0.83,0.91,0.91,0.88,0.92,0.80,
French,1,plurality,True,2,RF,0.90,0.91,0.93,0.97,0.95,0.94,0.90,0.94,0.92,0.95,0.97,0.92,
French,1,plurality,True,3,NN,0.92,0.89,0.93,0.98,0.97,0.94,0.92,0.94,0.93,0.95,0.98,0.94,
French,1,plurality,False,1,DT,0.89,0.86,0.89,0.95,0.90,0.87,0.84,0.89,0.90,0.88,0.92,0.89,
French,1,plurality,False,2,RF,0.89,0.89,0.92,0.97,0.96,0.93,0.89,0.93,0.93,0.95,0.96,0.94,
French,1,plurality,False,3,NN,0.91,0.92,0.94,0.98,0.96,0.95,0.88,0.94,0.92,0.94,0.97,0.94,
French,2,gender,True,1,DT,0.69,0.73,0.73,0.74,0.68,0.69,0.81,0.72,0.71,0.70,0.70,0.69,
French,2,gender,True,2,RF,0.77,0.83,0.78,0.81,0.77,0.78,0.80,0.77,0.81,0.82,0.79,0.81,
French,2,gender,True,3,NN,0.80,0.81,0.77,0.80,0.75,0.73,0.80,0.75,0.79,0.77,0.80,0.81,
French,2,gender,False,1,DT,0.71,0.70,0.74,0.74,0.64,0.64,0.71,0.69,0.72,0.65,0.68,0.67,
French,2,gender,False,2,RF,0.76,0.81,0.76,0.78,0.76,0.76,0.80,0.79,0.80,0.78,0.80,0.80,
French,2,gender,False,3,NN,0.80,0.78,0.78,0.78,0.76,0.76,0.71,0.78,0.80,0.74,0.78,0.78,
