lang,attribute.index,attribute,supplement,method.index,method,2g-no-hash,3g-no-hash,4g-no-hash,xsk2g-no-hash,xsk3g-no-hash,xsk4g-no-hash,2g-hash-at-both,3g-hash-at-both,4g-hash-at-both,xsk2g-hash-at-both,xsk3g-hash-at-both,xsk4g-hash-at-both,max
Czech,1,plurality,True,1,DT,0.89,0.83,0.80,0.87,0.81,0.78,0.87,0.83,0.87,0.84,0.82,0.84,
Czech,1,plurality,False,1,DT,0.82,0.84,0.80,0.83,0.81,0.80,0.78,0.78,0.87,0.80,0.80,0.82,
Czech,1,plurality,False,2,RF,0.85,0.81,0.81,0.86,0.85,0.79,0.79,0.83,0.86,0.84,0.82,0.87,
Czech,1,plurality,True,2,RF,0.93,0.89,0.86,0.89,0.86,0.81,0.89,0.88,0.91,0.88,0.84,0.89,
Czech,1,plurality,False,3,NN,0.83,0.82,0.80,0.82,0.84,0.76,0.78,0.81,0.81,0.81,0.82,0.80,
Czech,1,plurality,True,3,NN,0.87,0.84,0.82,0.82,0.83,0.78,0.89,0.83,0.85,0.83,0.82,0.82,
Czech,2,gender,False,1,DT,0.59,0.64,0.62,0.58,0.61,0.54,0.66,0.62,0.64,0.59,0.59,0.60,
Czech,2,gender,False,2,RF,0.70,0.67,0.71,0.71,0.67,0.70,0.72,0.71,0.72,0.62,0.71,0.66,
Czech,2,gender,False,3,NN,0.66,0.70,0.70,0.68,0.77,0.73,0.67,0.67,0.69,0.71,0.71,0.71,
Czech,2,gender,True,2,RF,0.91,0.90,0.90,0.85,0.82,0.83,0.89,0.93,0.92,0.88,0.89,0.69,
Czech,2,gender,True,3,NN,0.90,0.92,0.93,0.89,0.84,0.82,0.91,0.94,0.93,0.91,0.88,0.86,
Czech,2,gender,True,1,DT,0.79,0.83,0.65,0.69,0.60,0.54,0.89,0.74,0.85,0.67,0.61,0.59,
Czech,3,case,True,3,NN,0.46,0.44,0.40,0.37,0.37,0.36,0.51,0.40,0.40,0.41,0.37,0.36,
Czech,3,case,True,1,DT,0.46,0.51,0.51,0.46,0.37,0.38,0.50,0.51,0.51,0.41,0.32,0.39,
Czech,3,case,True,2,RF,0.48,0.57,0.62,0.56,0.48,0.47,0.56,0.51,0.51,0.60,0.47,0.46,
Czech,3,case,False,2,RF,0.44,0.46,0.39,0.42,0.41,0.41,0.43,0.43,0.41,0.53,0.47,0.45,
Czech,3,case,False,1,DT,0.35,0.41,0.39,0.35,0.31,0.35,0.47,0.37,0.43,0.43,0.40,0.38,
Czech,3,case,False,3,NN,0.35,0.36,0.39,0.40,0.38,0.31,0.40,0.36,0.40,0.42,0.39,0.37,
