lang,attribute.index,attribute,supplement,method.index,method,2g-no-hash,3g-no-hash,4g-no-hash,xsk2g-no-hash,xsk3g-no-hash,xsk4g-no-hash,2g-hash-at-both,3g-hash-at-both,4g-hash-at-both,xsk2g-hash-at-both,xsk3g-hash-at-both,xsk4g-hash-at-both,max
German,1,plurality,True,1,DT,0.71,0.82,0.80,0.76,0.74,0.78,0.78,0.84,0.81,0.74,0.78,0.74,
German,1,plurality,True,3,NN,0.81,0.80,0.83,0.79,0.79,0.77,0.78,0.81,0.83,0.78,0.76,0.82,
German,1,plurality,True,2,RF,0.79,0.85,0.83,0.77,0.81,0.84,0.83,0.85,0.83,0.81,0.83,0.87,
German,1,plurality,False,2,RF,0.73,0.78,0.81,0.76,0.80,0.81,0.79,0.82,0.83,0.80,0.81,0.85,
German,1,plurality,False,3,NN,0.73,0.78,0.79,0.73,0.77,0.76,0.77,0.81,0.79,0.81,0.80,0.83,
German,1,plurality,False,1,DT,0.76,0.74,0.79,0.68,0.79,0.69,0.78,0.77,0.77,0.77,0.79,0.76,
German,2,gender,True,3,NN,0.45,0.54,0.57,0.57,0.55,0.58,0.56,0.60,0.60,0.63,0.63,0.56,
German,2,gender,False,2,RF,0.55,0.52,0.53,0.58,0.55,0.57,0.62,0.59,0.60,0.63,0.59,0.60,
German,2,gender,False,1,DT,0.45,0.45,0.46,0.45,0.51,0.50,0.49,0.53,0.55,0.46,0.52,0.49,
German,2,gender,False,3,NN,0.49,0.52,0.60,0.53,0.59,0.59,0.55,0.59,0.59,0.54,0.61,0.58,
German,2,gender,True,1,DT,0.45,0.56,0.55,0.50,0.51,0.52,0.53,0.50,0.47,0.51,0.47,0.51,
German,2,gender,True,2,RF,0.56,0.57,0.54,0.59,0.56,0.63,0.66,0.63,0.59,0.61,0.58,0.63,
German,3,case,True,1,DT,0.35,0.38,0.36,0.36,0.38,0.34,0.42,0.36,0.37,0.39,0.30,0.33,
German,3,case,True,3,NN,0.30,0.39,0.35,0.29,0.34,0.32,0.32,0.34,0.34,0.35,0.34,0.38,
German,3,case,False,2,RF,0.41,0.40,0.41,0.39,0.41,0.35,0.40,0.39,0.43,0.47,0.37,0.41,
German,3,case,True,2,RF,0.40,0.41,0.44,0.36,0.38,0.37,0.41,0.40,0.46,0.49,0.36,0.39,
German,3,case,False,1,DT,0.38,0.38,0.38,0.29,0.33,0.37,0.41,0.37,0.41,0.43,0.34,0.28,
German,3,case,False,3,NN,0.32,0.35,0.35,0.32,0.38,0.34,0.31,0.30,0.35,0.38,0.34,0.39,
