lang,attribute.index,attribute,supplement,method.index,method,2g-no-hash,3g-no-hash,4g-no-hash,xsk2g-no-hash,xsk3g-no-hash,xsk4g-no-hash,2g-hash-at-both,3g-hash-at-both,4g-hash-at-both,xsk2g-hash-at-both,xsk3g-hash-at-both,xsk4g-hash-at-both,max
Czech,1,plurality,True,1,DT,0.86,0.87,0.90,0.84,0.82,0.81,0.90,0.84,0.84,0.84,0.83,0.86,
Czech,1,plurality,True,3,NN,0.88,0.84,0.85,0.85,0.80,0.81,0.86,0.81,0.83,0.83,0.85,0.83,
Czech,1,plurality,True,2,RF,0.92,0.89,0.86,0.90,0.85,0.83,0.88,0.86,0.84,0.88,0.86,0.84,
Czech,1,plurality,False,2,RF,0.85,0.83,0.84,0.86,0.84,0.82,0.82,0.83,0.82,0.85,0.84,0.84,
Czech,1,plurality,False,3,NN,0.82,0.74,0.82,0.88,0.84,0.80,0.79,0.80,0.79,0.81,0.82,0.85,
Czech,1,plurality,False,1,DT,0.86,0.81,0.78,0.84,0.85,0.82,0.81,0.82,0.83,0.80,0.80,0.82,
Czech,2,gender2,True,3,NN,0.93,0.91,0.93,0.92,0.85,0.85,0.94,0.93,0.92,0.93,0.88,0.86,
Czech,2,gender2,False,2,RF,0.72,0.68,0.71,0.67,0.60,0.72,0.73,0.71,0.70,0.67,0.64,0.69,
Czech,2,gender2,False,1,DT,0.66,0.64,0.63,0.57,0.57,0.64,0.61,0.69,0.64,0.60,0.57,0.56,
Czech,2,gender2,False,3,NN,0.71,0.70,0.67,0.71,0.71,0.74,0.66,0.70,0.69,0.76,0.77,0.76,
Czech,2,gender2,True,1,DT,0.91,0.92,0.86,0.61,0.62,0.61,0.94,0.91,0.94,0.67,0.71,0.58,
Czech,2,gender2,True,2,RF,0.91,0.94,0.88,0.86,0.86,0.84,0.94,0.94,0.94,0.90,0.89,0.89,
Czech,3,case,True,1,DT,0.48,0.48,0.42,0.45,0.35,0.38,0.50,0.47,0.48,0.40,0.41,0.37,
Czech,3,case,True,3,NN,0.43,0.43,0.48,0.47,0.47,0.43,0.52,0.43,0.49,0.43,0.36,0.36,
Czech,3,case,False,2,RF,0.34,0.38,0.49,0.50,0.41,0.49,0.48,0.41,0.44,0.39,0.43,0.41,
Czech,3,case,True,2,RF,0.42,0.52,0.52,0.56,0.44,0.45,0.56,0.48,0.58,0.44,0.47,0.45,
Czech,3,case,False,1,DT,0.29,0.38,0.45,0.38,0.37,0.41,0.44,0.31,0.37,0.40,0.37,0.32,
Czech,3,case,False,3,NN,0.34,0.39,0.45,0.49,0.39,0.38,0.42,0.32,0.40,0.38,0.33,0.36,
