lang,attribute.index,attribute,supplement,method.index,method,2g-no-hash,3g-no-hash,4g-no-hash,xsk2g-no-hash,xsk3g-no-hash,xsk4g-no-hash,2g-hash-at-both,3g-hash-at-both,4g-hash-at-both,xsk2g-hash-at-both,xsk3g-hash-at-both,xsk4g-hash-at-both,max
French,1,plurality,True,1,DT,0.91,0.90,0.89,0.93,0.89,0.78,0.91,0.87,0.93,0.92,0.88,0.86,
French,1,plurality,True,2,RF,0.91,0.90,0.90,0.94,0.91,0.96,0.95,0.92,0.94,0.94,0.95,0.96,
French,1,plurality,True,3,NN,0.92,0.91,0.94,0.94,0.93,0.94,0.95,0.93,0.92,0.95,0.94,0.96,
French,1,plurality,False,1,DT,0.89,0.84,0.84,0.90,0.89,0.88,0.91,0.89,0.87,0.92,0.88,0.94,
French,1,plurality,False,2,RF,0.94,0.90,0.92,0.94,0.89,0.95,0.94,0.90,0.94,0.94,0.94,0.97,
French,1,plurality,False,3,NN,0.93,0.93,0.91,0.94,0.93,0.95,0.94,0.94,0.91,0.94,0.94,0.99,
French,2,gender2,True,1,DT,0.70,0.71,0.79,0.70,0.66,0.75,0.73,0.76,0.79,0.64,0.70,0.76,
French,2,gender2,True,2,RF,0.79,0.80,0.82,0.85,0.82,0.78,0.81,0.81,0.80,0.78,0.80,0.82,
French,2,gender2,True,3,NN,0.73,0.76,0.82,0.84,0.79,0.75,0.80,0.78,0.82,0.73,0.77,0.79,
French,2,gender2,False,1,DT,0.71,0.68,0.78,0.67,0.73,0.71,0.75,0.75,0.73,0.63,0.73,0.74,
French,2,gender2,False,2,RF,0.74,0.78,0.81,0.83,0.80,0.77,0.80,0.81,0.83,0.78,0.79,0.82,
French,2,gender2,False,3,NN,0.72,0.80,0.81,0.81,0.78,0.77,0.77,0.77,0.80,0.73,0.77,0.78,
