lang,attribute.index,attribute,supplement,method.index,method,2g-no-hash,3g-no-hash,4g-no-hash,xsk2g-no-hash,xsk3g-no-hash,xsk4g-no-hash,2g-hash-at-both,3g-hash-at-both,4g-hash-at-both,xsk2g-hash-at-both,xsk3g-hash-at-both,xsk4g-hash-at-both,max
German,1,plurality,True,1,DT,0.82,0.80,0.80,0.71,0.80,0.79,0.83,0.81,0.76,0.72,0.78,0.78,
German,1,plurality,False,2,RF,0.82,0.85,0.83,0.74,0.79,0.82,0.80,0.79,0.80,0.81,0.81,0.81,
German,1,plurality,False,3,NN,0.79,0.83,0.80,0.71,0.73,0.83,0.78,0.79,0.74,0.81,0.76,0.77,
German,1,plurality,False,1,DT,0.76,0.82,0.83,0.69,0.77,0.78,0.77,0.76,0.74,0.74,0.74,0.73,
German,1,plurality,True,2,RF,0.85,0.86,0.89,0.77,0.81,0.81,0.86,0.82,0.82,0.82,0.81,0.83,
German,1,plurality,True,3,NN,0.81,0.83,0.84,0.76,0.76,0.79,0.84,0.81,0.77,0.81,0.81,0.81,
German,2,gender2,True,2,RF,0.56,0.58,0.62,0.59,0.57,0.59,0.58,0.60,0.58,0.68,0.55,0.62,
German,2,gender2,True,1,DT,0.38,0.53,0.55,0.51,0.41,0.51,0.51,0.52,0.52,0.51,0.54,0.49,
German,2,gender2,True,3,NN,0.55,0.61,0.59,0.56,0.54,0.53,0.59,0.59,0.55,0.63,0.53,0.58,
German,2,gender2,False,2,RF,0.57,0.56,0.61,0.55,0.57,0.53,0.52,0.60,0.57,0.64,0.53,0.57,
German,2,gender2,False,3,NN,0.51,0.61,0.55,0.55,0.54,0.55,0.58,0.59,0.53,0.65,0.53,0.57,
German,2,gender2,False,1,DT,0.51,0.51,0.51,0.53,0.49,0.48,0.48,0.56,0.47,0.54,0.52,0.51,
German,3,case,True,1,DT,0.32,0.36,0.33,0.37,0.36,0.27,0.38,0.36,0.39,0.41,0.35,0.45,
German,3,case,True,3,NN,0.36,0.37,0.39,0.30,0.34,0.41,0.36,0.32,0.32,0.39,0.41,0.38,
German,3,case,False,1,DT,0.38,0.34,0.39,0.38,0.38,0.36,0.39,0.39,0.38,0.36,0.34,0.40,
German,3,case,False,2,RF,0.35,0.36,0.42,0.44,0.39,0.42,0.36,0.34,0.40,0.38,0.38,0.46,
German,3,case,False,3,NN,0.36,0.34,0.34,0.31,0.39,0.42,0.42,0.30,0.35,0.32,0.33,0.38,
German,3,case,True,2,RF,0.42,0.40,0.41,0.43,0.41,0.40,0.41,0.41,0.41,0.38,0.45,0.45,
