lang,attribute.index,attribute,supplement,method.index,method,2g-no-hash,3g-no-hash,4g-no-hash,xsk2g-no-hash,xsk3g-no-hash,xsk4g-no-hash,2g-hash-at-both,3g-hash-at-both,4g-hash-at-both,xsk2g-hash-at-both,xsk3g-hash-at-both,xsk4g-hash-at-both,max
German,1,plurality,True,1,DT,0.78,0.78,0.73,0.73,0.72,0.79,0.80,0.82,0.82,0.80,0.82,0.74,
German,1,plurality,True,3,NN,0.79,0.81,0.83,0.77,0.77,0.72,0.78,0.83,0.82,0.77,0.88,0.77,
German,1,plurality,False,2,RF,0.79,0.81,0.82,0.78,0.78,0.75,0.84,0.86,0.77,0.75,0.83,0.78,
German,1,plurality,True,2,RF,0.83,0.82,0.85,0.80,0.79,0.81,0.87,0.91,0.84,0.79,0.87,0.78,
German,1,plurality,False,1,DT,0.77,0.78,0.76,0.72,0.72,0.73,0.82,0.82,0.78,0.83,0.79,0.74,
German,1,plurality,False,3,NN,0.75,0.79,0.78,0.72,0.75,0.77,0.78,0.78,0.78,0.76,0.83,0.76,
German,2,gender,False,1,DT,0.45,0.55,0.45,0.50,0.50,0.52,0.53,0.45,0.50,0.46,0.38,0.53,
German,2,gender,True,1,DT,0.44,0.52,0.54,0.52,0.53,0.41,0.46,0.53,0.56,0.36,0.41,0.50,
German,2,gender,True,2,RF,0.50,0.61,0.55,0.62,0.55,0.62,0.59,0.52,0.59,0.47,0.50,0.55,
German,2,gender,True,3,NN,0.47,0.63,0.52,0.55,0.54,0.56,0.59,0.56,0.55,0.52,0.50,0.47,
German,2,gender,False,3,NN,0.45,0.66,0.51,0.56,0.50,0.61,0.48,0.53,0.54,0.51,0.54,0.54,
German,2,gender,False,2,RF,0.50,0.61,0.51,0.55,0.53,0.62,0.57,0.46,0.60,0.47,0.44,0.62,
German,3,case,False,1,DT,0.41,0.47,0.32,0.33,0.33,0.38,0.35,0.28,0.28,0.39,0.34,0.35,
German,3,case,True,3,NN,0.36,0.27,0.23,0.40,0.34,0.33,0.37,0.34,0.30,0.38,0.32,0.39,
German,3,case,True,1,DT,0.35,0.47,0.37,0.44,0.33,0.43,0.35,0.43,0.33,0.29,0.33,0.33,
German,3,case,True,2,RF,0.45,0.43,0.38,0.43,0.34,0.42,0.34,0.38,0.40,0.39,0.38,0.42,
German,3,case,False,2,RF,0.41,0.45,0.34,0.53,0.39,0.36,0.35,0.42,0.34,0.42,0.41,0.43,
German,3,case,False,3,NN,0.34,0.27,0.27,0.35,0.32,0.38,0.30,0.38,0.31,0.33,0.38,0.31,
