lang,attribute.index,attribute,supplement,method.index,method,2g-no-hash,3g-no-hash,4g-no-hash,xsk2g-no-hash,xsk3g-no-hash,xsk4g-no-hash,2g-hash-at-both,3g-hash-at-both,4g-hash-at-both,xsk2g-hash-at-both,xsk3g-hash-at-both,xsk4g-hash-at-both,max
Czech,1,plurality,True,1,DT,0.89,0.81,0.84,0.82,0.77,0.82,0.87,0.87,0.90,0.86,0.84,0.82,
Czech,1,plurality,True,3,NN,0.90,0.86,0.89,0.82,0.80,0.83,0.90,0.86,0.88,0.84,0.82,0.86,
Czech,1,plurality,True,2,RF,0.91,0.91,0.90,0.88,0.87,0.86,0.90,0.90,0.91,0.88,0.85,0.87,
Czech,1,plurality,False,2,RF,0.85,0.87,0.82,0.84,0.83,0.85,0.84,0.83,0.84,0.84,0.84,0.84,
Czech,1,plurality,False,3,NN,0.81,0.80,0.83,0.82,0.82,0.82,0.81,0.82,0.83,0.81,0.78,0.84,
Czech,1,plurality,False,1,DT,0.84,0.79,0.81,0.80,0.81,0.87,0.81,0.77,0.83,0.83,0.82,0.81,
Czech,2,gender2,True,3,NN,0.94,0.94,0.94,0.90,0.86,0.90,0.94,0.94,0.93,0.92,0.90,0.89,
Czech,2,gender2,False,2,RF,0.73,0.74,0.71,0.70,0.68,0.72,0.73,0.72,0.71,0.69,0.71,0.74,
Czech,2,gender2,False,1,DT,0.62,0.66,0.59,0.61,0.59,0.56,0.71,0.60,0.72,0.62,0.61,0.64,
Czech,2,gender2,False,3,NN,0.73,0.72,0.75,0.72,0.74,0.74,0.71,0.72,0.74,0.76,0.76,0.78,
Czech,2,gender2,True,1,DT,0.78,0.91,0.78,0.56,0.61,0.61,0.91,0.89,0.88,0.73,0.72,0.63,
Czech,2,gender2,True,2,RF,0.94,0.93,0.89,0.90,0.85,0.86,0.94,0.93,0.92,0.92,0.69,0.87,
Czech,3,case,True,1,DT,0.55,0.47,0.51,0.40,0.32,0.33,0.47,0.54,0.45,0.45,0.39,0.41,
Czech,3,case,True,3,NN,0.55,0.54,0.47,0.48,0.42,0.36,0.48,0.50,0.53,0.48,0.41,0.41,
Czech,3,case,False,2,RF,0.47,0.43,0.53,0.42,0.42,0.40,0.41,0.47,0.46,0.44,0.45,0.48,
Czech,3,case,True,2,RF,0.57,0.51,0.59,0.59,0.44,0.43,0.51,0.56,0.53,0.52,0.48,0.53,
Czech,3,case,False,1,DT,0.44,0.39,0.40,0.39,0.32,0.34,0.43,0.44,0.44,0.40,0.37,0.36,
Czech,3,case,False,3,NN,0.41,0.40,0.44,0.36,0.39,0.36,0.37,0.45,0.45,0.44,0.39,0.38,
