lang,attribute.index,attribute,supplement,method.index,method,2g-no-hash,3g-no-hash,4g-no-hash,xsk2g-no-hash,xsk3g-no-hash,xsk4g-no-hash,2g-hash-at-both,3g-hash-at-both,4g-hash-at-both,xsk2g-hash-at-both,xsk3g-hash-at-both,xsk4g-hash-at-both,max
Czech,1,plurality,True,1,DT,0.83,0.84,0.84,0.79,0.75,0.77,0.87,0.85,0.79,0.86,0.80,0.75,
Czech,1,plurality,False,1,DT,0.78,0.78,0.81,0.77,0.76,0.77,0.75,0.84,0.77,0.84,0.80,0.76,
Czech,1,plurality,False,2,RF,0.79,0.78,0.78,0.76,0.78,0.84,0.77,0.80,0.81,0.85,0.82,0.81,
Czech,1,plurality,True,2,RF,0.85,0.84,0.84,0.77,0.81,0.88,0.85,0.84,0.89,0.88,0.84,0.80,
Czech,1,plurality,False,3,NN,0.73,0.77,0.80,0.74,0.81,0.82,0.77,0.77,0.79,0.88,0.73,0.79,
Czech,1,plurality,True,3,NN,0.80,0.80,0.79,0.77,0.80,0.81,0.81,0.85,0.80,0.88,0.78,0.80,
Czech,2,gender,False,1,DT,0.55,0.63,0.57,0.62,0.56,0.63,0.57,0.61,0.63,0.53,0.58,0.59,
Czech,2,gender,False,2,RF,0.62,0.70,0.68,0.66,0.66,0.69,0.62,0.69,0.68,0.65,0.61,0.63,
Czech,2,gender,False,3,NN,0.65,0.64,0.68,0.72,0.69,0.69,0.64,0.69,0.74,0.68,0.67,0.67,
Czech,2,gender,True,2,RF,0.89,0.89,0.90,0.92,0.92,0.91,0.91,0.88,0.93,0.88,0.94,0.85,
Czech,2,gender,True,3,NN,0.86,0.89,0.90,0.88,0.85,0.88,0.93,0.88,0.93,0.88,0.86,0.85,
Czech,2,gender,True,1,DT,0.89,0.84,0.86,0.78,0.68,0.88,0.83,0.88,0.89,0.60,0.79,0.61,
Czech,3,case,True,3,NN,0.51,0.47,0.34,0.30,0.38,0.41,0.38,0.38,0.45,0.34,0.38,0.31,
Czech,3,case,True,1,DT,0.58,0.48,0.41,0.35,0.35,0.38,0.44,0.40,0.50,0.47,0.37,0.34,
Czech,3,case,True,2,RF,0.61,0.62,0.47,0.47,0.47,0.44,0.48,0.48,0.58,0.45,0.49,0.42,
Czech,3,case,False,2,RF,0.48,0.51,0.39,0.36,0.41,0.41,0.38,0.38,0.39,0.41,0.45,0.45,
Czech,3,case,False,1,DT,0.42,0.52,0.35,0.39,0.39,0.33,0.26,0.34,0.33,0.39,0.37,0.29,
Czech,3,case,False,3,NN,0.35,0.31,0.36,0.34,0.31,0.30,0.38,0.33,0.36,0.36,0.39,0.26,
