lang,attribute.index,attribute,supplement,method.index,method,2g-no-hash,3g-no-hash,4g-no-hash,xsk2g-no-hash,xsk3g-no-hash,xsk4g-no-hash,2g-hash-at-both,3g-hash-at-both,4g-hash-at-both,xsk2g-hash-at-both,xsk3g-hash-at-both,xsk4g-hash-at-both,max
German,1,plurality,True,1,DT,0.82,0.77,0.75,0.73,0.77,0.78,0.84,0.74,0.86,0.73,0.77,0.74,
German,1,plurality,False,1,DT,0.72,0.71,0.77,0.71,0.79,0.75,0.78,0.77,0.84,0.82,0.79,0.76,
German,1,plurality,False,2,RF,0.83,0.82,0.77,0.77,0.88,0.85,0.78,0.81,0.87,0.83,0.82,0.83,
German,1,plurality,True,2,RF,0.86,0.84,0.80,0.81,0.85,0.83,0.83,0.86,0.82,0.81,0.84,0.80,
German,1,plurality,False,3,NN,0.80,0.78,0.76,0.73,0.76,0.77,0.78,0.81,0.79,0.80,0.78,0.69,
German,1,plurality,True,3,NN,0.82,0.81,0.78,0.73,0.78,0.79,0.74,0.82,0.85,0.80,0.81,0.74,
German,2,gender,False,1,DT,0.53,0.44,0.59,0.44,0.46,0.48,0.50,0.48,0.42,0.53,0.57,0.47,
German,2,gender,False,2,RF,0.51,0.55,0.60,0.57,0.58,0.53,0.60,0.48,0.52,0.64,0.63,0.51,
German,2,gender,False,3,NN,0.44,0.53,0.52,0.53,0.58,0.52,0.55,0.46,0.52,0.48,0.55,0.47,
German,2,gender,True,2,RF,0.62,0.59,0.64,0.57,0.61,0.50,0.61,0.56,0.60,0.62,0.55,0.52,
German,2,gender,True,3,NN,0.52,0.56,0.51,0.50,0.65,0.55,0.59,0.47,0.49,0.50,0.62,0.49,
German,2,gender,True,1,DT,0.63,0.46,0.56,0.48,0.49,0.47,0.50,0.49,0.53,0.50,0.60,0.47,
German,3,case,True,3,NN,0.29,0.40,0.33,0.34,0.37,0.35,0.38,0.39,0.35,0.33,0.37,0.38,
German,3,case,True,1,DT,0.32,0.38,0.38,0.38,0.36,0.28,0.36,0.28,0.39,0.33,0.35,0.28,
German,3,case,True,2,RF,0.38,0.40,0.38,0.30,0.38,0.38,0.40,0.37,0.41,0.42,0.38,0.47,
German,3,case,False,2,RF,0.33,0.46,0.42,0.36,0.38,0.38,0.41,0.36,0.37,0.41,0.42,0.48,
German,3,case,False,1,DT,0.38,0.40,0.38,0.37,0.33,0.35,0.42,0.33,0.35,0.40,0.40,0.31,
German,3,case,False,3,NN,0.34,0.38,0.32,0.32,0.34,0.35,0.33,0.34,0.34,0.35,0.36,0.38,
