lang,attribute.index,attribute,supplement,method.index,method,2g-no-hash,3g-no-hash,4g-no-hash,xsk2g-no-hash,xsk3g-no-hash,xsk4g-no-hash,2g-hash-at-both,3g-hash-at-both,4g-hash-at-both,xsk2g-hash-at-both,xsk3g-hash-at-both,xsk4g-hash-at-both,max
German,1,plurality,True,1,DT,0.77,0.76,0.77,0.83,0.68,0.75,0.74,0.93,0.78,0.76,0.79,0.82,
German,1,plurality,True,3,NN,0.69,0.78,0.78,0.83,0.79,0.74,0.77,0.85,0.79,0.78,0.79,0.76,
German,1,plurality,False,2,RF,0.77,0.81,0.82,0.85,0.78,0.77,0.72,0.88,0.81,0.79,0.78,0.80,
German,1,plurality,True,2,RF,0.81,0.80,0.80,0.88,0.74,0.81,0.80,0.91,0.78,0.84,0.80,0.81,
German,1,plurality,False,1,DT,0.78,0.77,0.76,0.80,0.68,0.74,0.75,0.84,0.79,0.74,0.77,0.79,
German,1,plurality,False,3,NN,0.70,0.78,0.76,0.78,0.76,0.76,0.79,0.78,0.78,0.77,0.78,0.82,
German,2,gender,False,1,DT,0.53,0.48,0.45,0.48,0.48,0.47,0.53,0.49,0.45,0.50,0.46,0.42,
German,2,gender,True,1,DT,0.53,0.54,0.42,0.51,0.45,0.47,0.54,0.52,0.52,0.45,0.37,0.42,
German,2,gender,True,2,RF,0.65,0.55,0.55,0.55,0.55,0.50,0.62,0.61,0.50,0.52,0.50,0.45,
German,2,gender,True,3,NN,0.60,0.50,0.52,0.56,0.48,0.50,0.54,0.56,0.52,0.46,0.47,0.50,
German,2,gender,False,3,NN,0.54,0.49,0.54,0.57,0.54,0.48,0.51,0.52,0.46,0.49,0.49,0.47,
German,2,gender,False,2,RF,0.64,0.54,0.50,0.50,0.50,0.47,0.66,0.56,0.51,0.50,0.47,0.45,
German,3,case,False,1,DT,0.33,0.37,0.38,0.30,0.38,0.35,0.29,0.42,0.38,0.36,0.31,0.37,
German,3,case,True,3,NN,0.38,0.35,0.35,0.34,0.30,0.38,0.34,0.38,0.32,0.38,0.39,0.39,
German,3,case,True,1,DT,0.37,0.33,0.32,0.33,0.34,0.33,0.35,0.42,0.33,0.40,0.47,0.35,
German,3,case,True,2,RF,0.34,0.38,0.42,0.38,0.37,0.48,0.44,0.40,0.35,0.44,0.39,0.35,
German,3,case,False,2,RF,0.34,0.40,0.33,0.38,0.36,0.44,0.38,0.40,0.39,0.38,0.43,0.38,
German,3,case,False,3,NN,0.34,0.34,0.35,0.33,0.32,0.38,0.31,0.39,0.31,0.40,0.34,0.45,
