lang,attribute.index,attribute,supplement,method.index,method,2g-no-hash,3g-no-hash,4g-no-hash,xsk2g-no-hash,xsk3g-no-hash,xsk4g-no-hash,2g-hash-at-both,3g-hash-at-both,4g-hash-at-both,xsk2g-hash-at-both,xsk3g-hash-at-both,xsk4g-hash-at-both,max
German,1,plurality,True,2,RF,0.79,0.85,0.86,0.82,0.88,0.86,0.82,0.81,0.88,0.81,0.82,0.83,
German,1,plurality,True,3,NN,0.82,0.80,0.80,0.77,0.86,0.82,0.79,0.78,0.83,0.80,0.81,0.77,
German,1,plurality,True,1,DT,0.74,0.81,0.83,0.72,0.80,0.79,0.77,0.80,0.77,0.72,0.81,0.84,
German,1,plurality,False,2,RF,0.75,0.84,0.78,0.82,0.83,0.83,0.82,0.78,0.83,0.79,0.80,0.82,
German,1,plurality,False,3,NN,0.73,0.74,0.76,0.73,0.86,0.81,0.74,0.74,0.69,0.74,0.81,0.81,
German,1,plurality,False,1,DT,0.75,0.84,0.81,0.74,0.81,0.76,0.81,0.76,0.75,0.73,0.77,0.79,
German,2,gender,True,3,NN,0.57,0.54,0.62,0.56,0.56,0.56,0.57,0.56,0.57,0.56,0.62,0.57,
German,2,gender,False,2,RF,0.56,0.54,0.63,0.55,0.53,0.56,0.54,0.65,0.59,0.64,0.60,0.53,
German,2,gender,False,1,DT,0.52,0.46,0.54,0.47,0.50,0.51,0.43,0.57,0.55,0.50,0.56,0.48,
German,2,gender,False,3,NN,0.55,0.57,0.64,0.56,0.57,0.56,0.53,0.59,0.53,0.59,0.58,0.57,
German,2,gender,True,1,DT,0.60,0.45,0.55,0.55,0.52,0.48,0.53,0.57,0.57,0.55,0.52,0.54,
German,2,gender,True,2,RF,0.63,0.57,0.66,0.59,0.58,0.56,0.56,0.63,0.64,0.61,0.56,0.57,
German,3,case,True,1,DT,0.35,0.37,0.42,0.35,0.34,0.31,0.35,0.41,0.46,0.45,0.38,0.39,
German,3,case,True,3,NN,0.37,0.35,0.41,0.41,0.36,0.29,0.36,0.34,0.41,0.45,0.39,0.35,
German,3,case,False,2,RF,0.38,0.47,0.42,0.42,0.48,0.44,0.39,0.39,0.40,0.48,0.48,0.38,
German,3,case,True,2,RF,0.44,0.46,0.43,0.46,0.48,0.42,0.39,0.41,0.47,0.48,0.47,0.42,
German,3,case,False,1,DT,0.33,0.41,0.39,0.34,0.43,0.39,0.34,0.41,0.36,0.43,0.39,0.39,
German,3,case,False,3,NN,0.33,0.36,0.40,0.38,0.37,0.34,0.35,0.35,0.32,0.41,0.41,0.40,
