lang,attribute.index,attribute,supplement,method.index,method,2g-no-hash,3g-no-hash,4g-no-hash,xsk2g-no-hash,xsk3g-no-hash,xsk4g-no-hash,2g-hash-at-both,3g-hash-at-both,4g-hash-at-both,xsk2g-hash-at-both,xsk3g-hash-at-both,xsk4g-hash-at-both,max
Czech,1,plurality,True,2,RF,0.89,0.90,0.89,0.83,0.86,0.84,0.86,0.88,0.88,0.88,0.83,0.86,
Czech,1,plurality,True,3,NN,0.83,0.88,0.83,0.80,0.86,0.84,0.87,0.81,0.84,0.82,0.86,0.81,
Czech,1,plurality,True,1,DT,0.91,0.86,0.86,0.79,0.87,0.80,0.83,0.87,0.84,0.81,0.81,0.81,
Czech,1,plurality,False,2,RF,0.83,0.85,0.83,0.81,0.85,0.84,0.82,0.79,0.83,0.87,0.86,0.80,
Czech,1,plurality,False,3,NN,0.79,0.80,0.79,0.79,0.84,0.87,0.80,0.77,0.80,0.78,0.84,0.85,
Czech,1,plurality,False,1,DT,0.82,0.83,0.83,0.73,0.85,0.81,0.81,0.80,0.78,0.81,0.82,0.80,
Czech,2,gender2,True,3,NN,0.89,0.95,0.95,0.88,0.85,0.82,0.92,0.93,0.94,0.91,0.86,0.82,
Czech,2,gender2,False,2,RF,0.70,0.67,0.69,0.69,0.69,0.66,0.70,0.69,0.76,0.69,0.70,0.69,
Czech,2,gender2,False,1,DT,0.64,0.58,0.68,0.62,0.56,0.56,0.67,0.64,0.73,0.58,0.56,0.53,
Czech,2,gender2,False,3,NN,0.67,0.67,0.75,0.69,0.72,0.66,0.67,0.66,0.70,0.72,0.72,0.70,
Czech,2,gender2,True,1,DT,0.88,0.86,0.94,0.82,0.71,0.57,0.85,0.86,0.86,0.59,0.59,0.59,
Czech,2,gender2,True,2,RF,0.91,0.95,0.94,0.92,0.90,0.85,0.90,0.93,0.92,0.91,0.89,0.88,
Czech,3,case,True,1,DT,0.43,0.37,0.55,0.33,0.40,0.41,0.44,0.57,0.46,0.46,0.39,0.38,
Czech,3,case,True,3,NN,0.45,0.46,0.49,0.37,0.45,0.38,0.41,0.41,0.40,0.47,0.39,0.42,
Czech,3,case,False,2,RF,0.44,0.44,0.49,0.41,0.38,0.46,0.39,0.45,0.44,0.43,0.44,0.47,
Czech,3,case,True,2,RF,0.52,0.55,0.58,0.50,0.44,0.52,0.48,0.55,0.57,0.60,0.46,0.50,
Czech,3,case,False,1,DT,0.44,0.41,0.32,0.36,0.38,0.40,0.36,0.43,0.38,0.36,0.41,0.37,
Czech,3,case,False,3,NN,0.39,0.37,0.38,0.33,0.37,0.33,0.37,0.37,0.38,0.42,0.38,0.41,
