lang,attribute,supplement,method,2gram-no-hash,3gram-no-hash,4gram-no-hash,skippy2gram-no-hash,skippy3gram-no-hash,skippy4gram-no-hash,2gram-hash-at-both,3gram-hash-at-both,4gram-hash-at-both,skippy2gram-hash-at-both,skippy3gram-hash-at-both,skippy4gram-hash-at-both,2gram-no-hash,3gram-no-hash,4gram-no-hash,skippy2gram-no-hash,skippy3gram-no-hash,skippy4gram-no-hash,2gram-hash-at-both,3gram-hash-at-both,4gram-hash-at-both,skippy2gram-hash-at-both,skippy3gram-hash-at-both,skippy4gram-hash-at-both
German,gender,False,NN,0.39,0.51,0.46,0.53,0.49,0.52,0.48,0.46,0.44,0.55,0.57,0.49,0.49,0.50,0.53,0.55,0.45,0.55,0.57,0.47,0.49,0.58,0.53,0.52
German,gender,False,DT,0.45,0.62,0.46,0.47,0.46,0.49,0.50,0.53,0.55,0.50,0.45,0.45,0.47,0.56,0.55,0.44,0.45,0.52,0.54,0.53,0.43,0.49,0.45,0.41
German,gender,False,RF,0.54,0.61,0.52,0.50,0.48,0.54,0.58,0.57,0.56,0.54,0.58,0.49,0.54,0.65,0.52,0.52,0.50,0.60,0.54,0.60,0.56,0.53,0.61,0.47
German,plurality,False,NN,0.72,0.81,0.81,0.77,0.78,0.78,0.77,0.78,0.78,0.78,0.82,0.77,0.78,0.81,0.75,0.78,0.78,0.75,0.79,0.82,0.82,0.72,0.84,0.72
German,plurality,False,DT,0.77,0.81,0.70,0.76,0.82,0.74,0.74,0.86,0.74,0.70,0.78,0.62,0.83,0.77,0.80,0.70,0.78,0.73,0.77,0.83,0.81,0.76,0.73,0.69
German,plurality,False,RF,0.81,0.82,0.81,0.73,0.82,0.76,0.78,0.81,0.78,0.78,0.78,0.77,0.84,0.84,0.80,0.73,0.83,0.78,0.84,0.83,0.81,0.79,0.79,0.76
