lang,attribute,supplement,method,2gram-no-hash,3gram-no-hash,4gram-no-hash,skippy2gram-no-hash,skippy3gram-no-hash,skippy4gram-no-hash,2gram-hash-at-both,3gram-hash-at-both,4gram-hash-at-both,skippy2gram-hash-at-both,skippy3gram-hash-at-both,skippy4gram-hash-at-both,2gram-no-hash,3gram-no-hash,4gram-no-hash,skippy2gram-no-hash,skippy3gram-no-hash,skippy4gram-no-hash,2gram-hash-at-both,3gram-hash-at-both,4gram-hash-at-both,skippy2gram-hash-at-both,skippy3gram-hash-at-both,skippy4gram-hash-at-both
French,gender,False,NN,0.74,0.81,0.72,0.78,0.74,0.77,0.71,0.74,0.71,0.76,0.65,0.69,0.70,0.80,0.71,0.79,0.71,0.82,0.78,0.76,0.73,0.74,0.78,0.76
French,gender,False,DT,0.72,0.68,0.82,0.68,0.68,0.67,0.70,0.76,0.75,0.68,0.64,0.68,0.75,0.72,0.76,0.64,0.62,0.75,0.67,0.62,0.67,0.68,0.65,0.61
French,gender,False,RF,0.78,0.78,0.87,0.82,0.78,0.82,0.76,0.72,0.80,0.77,0.79,0.69,0.78,0.76,0.82,0.82,0.78,0.87,0.75,0.77,0.79,0.73,0.76,0.67
French,plurality,False,NN,0.92,0.91,0.84,0.93,0.92,0.93,0.87,0.91,0.90,0.93,0.94,0.94,0.93,0.94,0.88,0.93,0.97,0.94,0.91,0.95,0.93,0.94,0.96,0.94
French,plurality,False,DT,0.87,0.93,0.86,0.85,0.87,0.81,0.87,0.93,0.90,0.88,0.86,0.88,0.88,0.92,0.87,0.89,0.85,0.90,0.86,0.83,0.89,0.87,0.82,0.80
French,plurality,False,RF,0.91,0.92,0.89,0.92,0.92,0.93,0.90,0.96,0.90,0.91,0.93,0.95,0.92,0.93,0.89,0.92,0.95,0.93,0.90,0.94,0.92,0.89,0.92,0.94
