lang,attribute.index,attribute,supplement,method.index,method,2g-no-hash,3g-no-hash,4g-no-hash,xsk2g-no-hash,xsk3g-no-hash,xsk4g-no-hash,2g-hash-at-both,3g-hash-at-both,4g-hash-at-both,xsk2g-hash-at-both,xsk3g-hash-at-both,xsk4g-hash-at-both,max
Czech,1,plurality,True,1,DT,0.88,0.80,0.86,0.79,0.78,0.84,0.86,0.81,0.87,0.82,0.81,0.80,
Czech,1,plurality,False,2,RF,0.83,0.82,0.78,0.82,0.79,0.87,0.82,0.81,0.77,0.79,0.87,0.80,
Czech,1,plurality,False,3,NN,0.83,0.81,0.75,0.82,0.77,0.82,0.81,0.73,0.81,0.80,0.83,0.77,
Czech,1,plurality,False,1,DT,0.78,0.78,0.75,0.81,0.74,0.81,0.80,0.80,0.78,0.81,0.89,0.74,
Czech,1,plurality,True,2,RF,0.87,0.86,0.83,0.84,0.81,0.84,0.88,0.88,0.86,0.83,0.89,0.85,
Czech,1,plurality,True,3,NN,0.88,0.87,0.76,0.88,0.78,0.92,0.85,0.79,0.86,0.82,0.82,0.74,
Czech,2,gender,True,2,RF,0.63,0.72,0.58,0.60,0.68,0.62,0.63,0.68,0.64,0.65,0.55,0.65,
Czech,2,gender,True,1,DT,0.56,0.57,0.38,0.57,0.57,0.40,0.49,0.52,0.56,0.52,0.44,0.46,
Czech,2,gender,True,3,NN,0.58,0.56,0.59,0.61,0.63,0.67,0.57,0.61,0.57,0.57,0.53,0.62,
Czech,2,gender,False,2,RF,0.64,0.63,0.51,0.63,0.64,0.57,0.62,0.66,0.60,0.64,0.51,0.58,
Czech,2,gender,False,3,NN,0.60,0.57,0.57,0.60,0.66,0.62,0.56,0.66,0.60,0.62,0.58,0.64,
Czech,2,gender,False,1,DT,0.53,0.46,0.49,0.47,0.57,0.47,0.53,0.54,0.46,0.38,0.44,0.42,
Czech,3,case,True,1,DT,0.46,0.37,0.50,0.32,0.36,0.39,0.48,0.43,0.33,0.36,0.31,0.34,
Czech,3,case,True,3,NN,0.39,0.37,0.40,0.39,0.42,0.37,0.44,0.33,0.32,0.36,0.27,0.43,
Czech,3,case,False,1,DT,0.40,0.36,0.38,0.38,0.41,0.37,0.42,0.34,0.35,0.35,0.28,0.43,
Czech,3,case,False,2,RF,0.36,0.40,0.42,0.40,0.52,0.50,0.37,0.36,0.42,0.47,0.34,0.46,
Czech,3,case,False,3,NN,0.31,0.39,0.36,0.38,0.45,0.36,0.32,0.29,0.34,0.41,0.32,0.42,
Czech,3,case,True,2,RF,0.55,0.45,0.54,0.42,0.59,0.49,0.54,0.42,0.50,0.55,0.38,0.53,
