lang,attribute.index,attribute,supplement,method.index,method,2g-no-hash,3g-no-hash,4g-no-hash,xsk2g-no-hash,xsk3g-no-hash,xsk4g-no-hash,2g-hash-at-both,3g-hash-at-both,4g-hash-at-both,xsk2g-hash-at-both,xsk3g-hash-at-both,xsk4g-hash-at-both,max
French,1,plurality,True,1,DT,0.93,0.85,0.86,0.95,0.82,0.90,0.88,0.82,0.91,0.86,0.82,0.89,
French,1,plurality,True,2,RF,0.94,0.92,0.92,0.97,0.93,0.96,0.89,0.87,0.96,0.93,0.93,0.97,
French,1,plurality,True,3,NN,0.91,0.88,0.91,0.97,0.95,0.96,0.89,0.88,0.88,0.93,0.97,0.97,
French,1,plurality,False,1,DT,0.86,0.89,0.87,0.87,0.89,0.83,0.87,0.73,0.91,0.85,0.84,0.85,
French,1,plurality,False,2,RF,0.93,0.90,0.92,0.97,0.93,0.96,0.90,0.88,0.98,0.94,0.93,0.95,
French,1,plurality,False,3,NN,0.91,0.88,0.91,0.97,0.96,0.97,0.92,0.88,0.95,0.93,0.96,0.95,
French,2,gender,True,1,DT,0.71,0.68,0.68,0.64,0.69,0.67,0.63,0.72,0.61,0.65,0.72,0.57,
French,2,gender,True,2,RF,0.77,0.80,0.69,0.74,0.75,0.75,0.73,0.72,0.71,0.76,0.76,0.75,
French,2,gender,True,3,NN,0.72,0.79,0.69,0.75,0.76,0.73,0.72,0.68,0.68,0.79,0.72,0.69,
French,2,gender,False,1,DT,0.69,0.75,0.66,0.64,0.64,0.59,0.68,0.67,0.71,0.72,0.72,0.60,
French,2,gender,False,2,RF,0.80,0.79,0.70,0.73,0.79,0.73,0.76,0.74,0.71,0.82,0.75,0.72,
French,2,gender,False,3,NN,0.73,0.76,0.69,0.68,0.75,0.73,0.78,0.71,0.74,0.75,0.72,0.72,
