lang,attribute.index,attribute,supplement,method.index,method,2g-no-hash,3g-no-hash,4g-no-hash,xsk2g-no-hash,xsk3g-no-hash,xsk4g-no-hash,2g-hash-at-both,3g-hash-at-both,4g-hash-at-both,xsk2g-hash-at-both,xsk3g-hash-at-both,xsk4g-hash-at-both,max
German,1,plurality,True,1,DT,0.84,0.82,0.78,0.75,0.75,0.81,0.82,0.83,0.84,0.78,0.79,0.75,
German,1,plurality,False,2,RF,0.82,0.82,0.80,0.75,0.79,0.84,0.74,0.82,0.88,0.82,0.77,0.82,
German,1,plurality,False,3,NN,0.77,0.73,0.74,0.75,0.78,0.77,0.74,0.78,0.76,0.77,0.73,0.81,
German,1,plurality,False,1,DT,0.77,0.80,0.75,0.70,0.78,0.80,0.74,0.78,0.83,0.71,0.83,0.72,
German,1,plurality,True,2,RF,0.82,0.87,0.83,0.78,0.79,0.85,0.79,0.85,0.88,0.82,0.79,0.82,
German,1,plurality,True,3,NN,0.84,0.80,0.78,0.77,0.82,0.78,0.76,0.77,0.74,0.82,0.81,0.84,
German,2,gender,True,2,RF,0.57,0.54,0.57,0.61,0.54,0.55,0.56,0.54,0.61,0.56,0.61,0.58,
German,2,gender,True,1,DT,0.52,0.47,0.47,0.56,0.48,0.45,0.47,0.52,0.50,0.54,0.59,0.53,
German,2,gender,True,3,NN,0.52,0.44,0.56,0.45,0.55,0.55,0.46,0.49,0.55,0.50,0.52,0.50,
German,2,gender,False,2,RF,0.58,0.53,0.53,0.58,0.55,0.55,0.56,0.54,0.55,0.57,0.60,0.55,
German,2,gender,False,3,NN,0.52,0.47,0.61,0.45,0.52,0.55,0.50,0.46,0.51,0.43,0.46,0.50,
German,2,gender,False,1,DT,0.48,0.48,0.48,0.50,0.45,0.44,0.55,0.50,0.50,0.44,0.51,0.55,
German,3,case,True,1,DT,0.33,0.35,0.32,0.37,0.25,0.33,0.35,0.41,0.28,0.40,0.37,0.33,
German,3,case,True,3,NN,0.28,0.33,0.23,0.47,0.35,0.32,0.26,0.43,0.31,0.42,0.32,0.24,
German,3,case,False,1,DT,0.33,0.38,0.37,0.33,0.31,0.33,0.38,0.40,0.32,0.35,0.39,0.27,
German,3,case,False,2,RF,0.36,0.42,0.28,0.42,0.33,0.37,0.33,0.44,0.29,0.43,0.44,0.37,
German,3,case,False,3,NN,0.32,0.32,0.24,0.43,0.37,0.36,0.31,0.45,0.27,0.35,0.38,0.21,
German,3,case,True,2,RF,0.37,0.35,0.38,0.42,0.31,0.33,0.30,0.43,0.32,0.47,0.46,0.38,
